project_id;year;project_name_eng;description_eng
245;2024;Tree planting on the parking lot on Rue des Fontaines;Greening Rue des Fontaines to create a continuity of coolness between neighborhoods (Bourrasol-Casselardit). Plant trees in planting pits, impacting parking to create large pits with rainwater management. Drought-resistant species. Greening at the base of trees. De-impermeabilization of parking, taking advantage of the subsidy from the water agency. Show ambition in combating UHIs (urban heat islands)! 🔎 WHAT THE SERVICES PLAN: Implementation to be studied as the road is constrained: narrow street and tall buildings. Prefer planters.
277;2024;Improvement of Parc de la Vache: Planting of trees and installation of additional tables and benches;Renovation of play areas, more greenery as well as additional tables and chairs. 🔎 WHAT THE SERVICES PLAN: The playground is in good condition. The ground was redone 2 years ago. The installation of additional benches and picnic tables could enhance the conviviality of this green space. Additional plantings would reinforce the greening and shading of the site. The proposal would therefore be to install 15 additional benches + 5 picnic tables adapted for people with reduced mobility and to plant about fifty trees to reinforce the existing alignments along the paths.
304;2024;Rehabilitate the Park on Charles Garnier Street - Soupetard neighborhood;Rehabilitating this park would transform this play area into a haven of sustainability and fun for the residents. Soupetard, a dynamic neighborhood in Toulouse, is home to many families for whom this space is a valuable source of recreation and relaxation. To meet the needs of the residents, it would be necessary to: clear the underbrush to prevent the proliferation of mosquitoes, convert the rubber ground into recycled materials, and replace the existing play structures. WHAT THE SERVICES PLAN: Reinforcement is achievable through cleaning the play area and recharging the stabilized paths. Planting shrubs and perennial plants can also be considered to strengthen the existing vegetation.
269;2024;Soothe and greenify Rue de la Dalbade;"Hello, La rue de la Dalbade is very mineral-like, and the surroundings of the school are very dangerous because vehicles do not respect the speed limits on this street. By redesigning the front of the school with shrubs and a raised crossing, it would be possible to reduce vehicle speeds and calm this area. 🔎 WHAT THE SERVICES PLAN: Since January 2023, the Fabre nursery school has benefited from the 'school street' scheme on rue Saint-Jean. This scheme reduces traffic during school entry and exit times in front of the nursery school. An evaluation of the scheme is planned very soon with the parents of students and local residents. Depending on the feedback, additional modifications could be made. Regarding the security issues on rue de la Dalbade and around Fabre elementary school, a speed bump is already in place, and speed measurements are low. However, in addition to the existing speed bump, the deployment of a speed reduction scheme on the street can be proposed. The road markings could also be revised, particularly for pedestrian crossings near the school. A parking space will also be removed at the corner of Dalbade and St Jean for better visibility of the pedestrian crossing. Concerning the very mineral aspect of rue de la Dalbade, it can be proposed to ""green"" Pierre Brunière street (type of project with stemmed shrubs) where the sidewalk is wider than that of rue de la Dalbade (subject to the approval of the Architecte des Bâtiments de France and the absence of networks). Indeed, rue de la Dalbade is long, and such an arrangement is not compatible with the deadlines and budget associated with this participatory budget."
346;2024;Refurbishment and extension of the Gironis cycle path connecting the Lafourguette district to the Oncopole.;"This bike path is aging: Its surface, in poor condition, should be redone to better accommodate both cyclists and pedestrians. The temporary lighting installed in 2020 should be reevaluated with a focus on ""security – energy saving"": solar lighting and ground markings for better guidance of users. The path is interrupted starting from the Gironis/Chapitre roundabout: it needs to be extended to Maryse Bastié Street, passing in front of the Lafourguette community hall. 🔎 WHAT THE SERVICES PLAN: Development of a continuous and regulatory greenway between Gironis Street and Chapitre Road, passing by the Lafourguette community hall. This operation includes modifying the existing surfaces and securing the crossings."
246;2024;Rehabilitation of the Barry Garden boulodrome;As part of the various projects undertaken by the city hall in the Barry garden, we would like the boulodrome located in this garden to be rehabilitated. Its management could then be entrusted to a boulistes association from the neighborhood. This project would complete the renovation of the Barry garden and would bring together all pétanque enthusiasts from the neighborhood and beyond, regardless of their origin and age. It would also bring life to the upper part of the garden. WHAT THE SERVICES PLAN: Finalize the rehabilitation of the sports facilities in the Barry garden. In connection with the development of access to the garden by the TOEC.
361;2024;Greening of Emile Male Square;"To better cope with the heat, greening Place Émile Male would aid the Friday merchants. Among other things, greening is really necessary on Rue de Cugnaux and Nungesser et Coli; these are the only two streets without trees and greenery. WHAT THE SERVICES PLAN: Creation of significant shade in the heart of Place Emile Male through climbing plants growing on a trellis, creating a green veil above the square. Preservation of comfortable peripheral circulation for vehicles on market days."
327;2024;Underground safety in Montaudran for pedestrians and cyclists;The underground area of Montaudran station is shared between bicycles and pedestrians, but without any demarcation of spaces. The turn between the two ramps of the underpass is dangerous because pedestrians and bicycles cannot see each other. It would be necessary to demarcate a bicycle lane along the underpass and install a mirror at the curve just before the stairs. 🔎 WHAT THE SERVICES PLAN: The installation of a mirror is not permissible under current regulations, however, given the increase in pedestrian traffic linked to the metro and the busy days at the Halle des Machines, the demarcation of a bicycle lane should be considered, provided there is enough width to create both a sidewalk and a bicycle path (a total minimum of 4.5m), as well as encouraging able-bodied pedestrians to use the stairs to avoid conflicts of use.
359;2024;Securing the bike lane on Henri Desbals Street;The one-way system has reduced the number of vehicles using the road. However, cars still drive too fast, some even use the bike lane for overtaking or parking. Therefore, it is necessary to secure this street with bollards between the two lanes (bike and car) and consider installing speed bumps. The current red speed bumps are useless. 🔎 WHAT THE SERVICES PLAN: Installation of extruded curbs to separate the bike lane from the roadway. Visual reinforcement of the layout with a colored coating and installation of speed cushions.
357;2024;Redevelop the greenway between Fontaine Lestang Park and the Arènes;Objective: To give this greenway its own identity throughout, making it enjoyable to travel by bike and conducive to relaxation and stops when traveled on foot. This could be achieved by artistically designing the walls along it, widening the usable space by paving grassy shoulders (pavers with joints that allow for rainwater infiltration), and enhancing the greenery to make it more verdant and attractive. 🔎 WHAT THE SERVICES PLAN: Establishing a unique identity through ground markings that bring unity to the path while enlivening it. De-impermeabilization of the existing widened areas.
236;2024;Promoting cool islands in Lardenne through greening;Promote cool spots in Lardenne by introducing vegetation. Accompany it with composting sites as well as vegetable gardens. 🔎 WHAT THE SERVICES PLAN: Identify possible sites and, depending on technical constraints, plant trees or shrubs in Lardenne.
223;2024;Reinstall public toilets near Job square;Public toilets no longer exist in the Sept Deniers neighborhood. Those that were between Place JOB and the garden of the toy library have disappeared for several years. They were used among other times on Sunday morning during the open-air market by the public and the merchants who, when the swimming pool is closed, have no other solution! 🔎 WHAT THE SERVICES PLAN: The installation of a Decaux sanisette is possible near Place Job.
331;2024;Greening Lauragais Avenue;From 48 to 106 Lauragais Avenue (railway) there is a wide road, thus the possibility of planting trees on at least one side to cool down this heat island (street). The cables would need to be buried first. 🔎 WHAT THE SERVICES PLAN: The idea is acceptable provided that the congestion of the underground can be verified, which is currently underway. In the short term, it is possible to plant trees by removing some parking spaces.
270;2024;Installation of wooden planters at the Claude Nougaro metro station;A row of hackberry trees cools the Minimes Avenue. However, due to the metro access construction, this row has been interrupted over a significant length. As a result, it gets very hot there in the summer. My idea would be to restore the alignment and place a shade structure where it's not possible (the restaurant terraces would be more attractive). It would also be a good opportunity to regulate the trash bins, as this area is overrun with them all day Sunday. 🔎 WHAT THE SERVICES PLAN: Planting trees is impossible over a metro corridor. There is a possibility to be validated by Tisséo, using artificial planters without the possibility of connecting to the natural ground is feasible (about 15 m long).
239;2024;Mosquito trap in Lardenne;There might be a mosquito trap at the start of the greenway on the Barigoude path racket (regular presence of stagnant water in the ditch), which is a meeting point for the start of jogging or bike rides. 🔎 WHAT THE SERVICES PLAN: The type of equipment, their number, and their placement must be studied.
229;2024;Stop mosquitoes, let's switch to traps in the Lalande district;Mosquitoes are a public health hazard and prevent us from enjoying our outdoor spaces. Installation of oviposition traps in the LALANDE neighborhood to combat tiger mosquitoes. The oviposition traps stop the proliferation (egg-laying) and capture tiger mosquitoes. Specific to this species, this solution targets a key and essential stage in the life cycle of the tiger mosquito. Let's try to enjoy our gardens and our beautiful pink city. Thank you all. 🔎 WHAT THE SERVICES PLAN: Principle agreement from the city's animal sector. The type of equipment, their number, and their locations will be studied within the allotted time frame for the realization of the idea, namely 2 years from the vote. Preferred sites are public facilities (schools, nurseries, parks) which are rather enclosed as the devices (traps) are often stolen or damaged.
252;2024;Secure and greenify Casselardit Avenue;Between numbers 55 and 105 on Casselardit Avenue, the speed of cars is excessive with narrow sidewalks. This makes the odd-numbered side of the avenue dangerous for pedestrians and residents wishing to leave their homes. Crossing the avenue is also complicated with few pedestrian crossings. Additionally, adding vegetation along the bike path would make it more pleasant during heatwaves. 🔎 WHAT THE SERVICES PLAN: To study the securing of avenue crossings and the limitation of speed on this axis. It should be noted that lanes used by buses are subject to specific standards (speed bumps, etc.).
350;2024;Greening the bases of the lime trees on Avenue de Muret;I propose removing the asphalt around ALL the trees on Muret Avenue, not just 4 trees. With the removal of the bike lane on the opposite side, there is room to green this avenue, which really needs it! 🔎 WHAT THE SERVICES PLAN: Removal of the asphalt at the base of the lime trees on Muret Avenue and planting of vegetation to enhance the aesthetics of the road and reduce mineralized surfaces.
286;2024;Redevelopment of the courtyard of the Borderouge nursery school;"The greening of schoolyards (""oasis courtyards"") has widely demonstrated its benefits for our children: adapting our infrastructure to climate warming and the now inevitable heatwaves, as well as familiarizing our children with nature. We therefore request the creation of an oasis courtyard at the Borderouge preschool, which is particularly concreted. 🔎 WHAT THE SERVICES PLAN: The Toulouse City Hall has launched a program to develop schoolyards to meet the challenges of cooling, but also inclusion and diversity in these spaces for play and learning. This program is planned with regard to multi-criteria priorities, taking into account factors such as shade, soil, etc. The courtyard of the Borderouge preschool has not been classified among the highest priority given its recent redevelopment. If this idea were accepted, this schoolyard could potentially benefit from new plantings and the installation of a play area in the existing soil spaces."
243;2024;Self-service bicycle pumps;In the La Cartoucherie neighborhood, La Grande Halle is highly visited. Soft connections being favored for travel, many bicycles are parked around the area. However, it sometimes happens that a tire needs to be inflated before leaving. Why not install fixed bicycle pumps among the most used bike racks? It will always be possible to extend this idea to other neighborhoods in the city and further facilitate this mode of transport. 🔎 WHAT THE SERVICES PLAN: To be studied to determine the installation sites as part of a specific purchase. Between 1 to 3 stations. On an experimental basis.
379;2024;Improve sidewalk lighting on the alleys of Barcelona between Héraclès and Ponts-Jumeaux;Improve the lighting of the pedestrian sidewalk between Place Héraclès and Ponts-Jumeaux to see where one is walking/what one is stepping on as soon as night falls. 🔎 WHAT THE SERVICES PLAN: On the allées de Barcelone, for the section located between Place Héracles and Ponts-Jumeaux, it is proposed to install a new lighting network on the residential side, which includes the supply and installation of about 20 lighting poles (with an underground network).
389;2024;Create toilets for the Column and Observatory gardens;The Column and Observatory gardens house children's play areas and host occasional events (open-air cinema, etc.), attracting a diverse audience. In summer, locals also visit to enjoy some coolness. However, neither the two parks nor the neighborhood provide restrooms, which causes inconvenience for users and discourages their attendance. It would be beneficial to install public toilets in close proximity to these two parks to enhance user comfort. 🔎 WHAT THE SERVICES PLAN: It is conceivable to create public toilets near these gardens. However, the Column and Observatory gardens are listed as Historical Monuments. Similarly, the fence, garden, and stable are registered as historical monuments. Should the vote be successful, a file after studies should therefore be submitted to the DRAC (Ministry of Culture) at the time of applying for the Building Permit. Additionally, work to connect to various underground networks will need to be carried out.
384;2024;A widened sidewalk on Allée Serge Ravanel, near the Jardin des Plantes;Serge Ravenel Alley, the sidewalk along the Jardin des Plantes and to the left of the Capitole gate has been widened and paved with permeable joints. I wish that the sidewalk to the right of the Capitole gate, which is very narrow, be widened (by removing parking) and redone with paving stones and permeable joints, thus a bike lane will also be created. 🔎 WHAT THE SERVICES PLAN: This request has been accepted. The sidewalk on the north side of Serge Ravanel Alleys, next to the Jardin des Plantes, can be widened and paved, continuing the arrangement made in 2023. Similarly, a cycling lane can also be marked up to the Grand Rond. This arrangement would remove about 30 existing parking spaces.
392;2024;More bike racks at the Cabanis Library;There are already several bike racks near the Cabanis library, but they are very insufficient, and people are forced to lock their bikes to the library barriers, trash cans, etc., and they are everywhere. Adding a large bike rack, the size of the 2 pre-existing ones, would be very useful! 🔎 WHAT THE SERVICES PLAN: The proposal to implement bike parking around the Cabanis media library has been accepted. Bike racks in continuation of those existing on Rue René Leduc will be installed. Moreover, as part of the ongoing study for the installation of street furniture in Marengo Square, which aims to harmonize the urban furniture in the square, additional bike supports could be installed, subject to technical constraints and the opinion of the ABF.
344;2024;Install a bike shelter at the entrance of Paul Bert Elementary School;"Paul Bert Elementary School has several bike racks inside the school at the entrance; however, these racks are not sheltered. The inability to protect bikes and scooters from the elements is a deterrent to using these modes of transportation in bad weather. Facilitating and making the use of sustainable transport options more practical will undoubtedly help reduce the severe traffic congestion in front of the school in the mornings, especially on rainy days. WHAT THE SERVICES PLAN: Installation of a bike shelter at the entrance of Paul Bert School to protect the children's bikes in case of bad weather."
319;2024;Garden birdhouses;I suggest that birdhouses for garden birds be placed in the trees of the Terrasse neighborhood, for example at the Parc de la Plaine, Jardin Corraze, and Espace Vert Trutat. This will promote animal biodiversity. 🔎 WHAT THE SERVICES PLAN: Principle agreement from the city's animal department. The type of equipment, their number, and their locations will be studied within the allotted time frame for the realization of the idea, namely 2 years from the vote.
301;2024;Follow the bike path all along the Gabardie road.;Creation of a bicycle path between Atlanta Boulevard and the end of Paule Raymondis Street, where many cyclists are knocked over. The path goes from Gramont to the start of the industrial zone which has been completely forgotten. 🔎 WHAT THE SERVICES PLAN: In the absence of public transport serving the area and to ensure the continuity of developments on Vasseur and Gabardie, a cycling facility on Paule Raymondis Street is necessary for modal shift. However, it must be accompanied by measures to discourage speeding.
391;2024;Greening and de-asphalting of Compans Street;"Depaving and greening of Compans Street as in the 3 Pillars Street at Arnaud Bernard. The objectives are both ecological and aesthetic:
- Combat the intensifying heatwaves
- Reduce flooding by better absorbing excess water
- Increase biodiversity
- Add more greenery and color to the avenue
🔎 WHAT THE SERVICES PLAN: The section between Marengo Boulevard and Colonne Avenue has been recently redeveloped. Moreover, a gas pipeline is buried under the sidewalk on the residential side, meaning that the project would be over budget considering the costs of diverting networks. Additionally, no planting can be carried out on the railway side. The section between Colonne Avenue and Cimetière Avenue, however, can be greened in line with the odd-numbered parking spaces, as the gas network runs on the other side of the street. Such a project would eliminate about 14 parking spaces."
312;2024;Make the Place de la Cité de l'Hers more welcoming, in summer and winter, with a canopy for the heart of the Château de l'Hers neighborhood.;"The square designed as the heart of the Hers district in front of the shops at the ""rotonde / le champignon"" is very stony, and the 6 trees planted will only provide shade in a few years. I propose the installation of a shade structure on this square to make it more pleasant on sunny days. This shade structure would meet the challenges of a cooler Toulouse. Its installation must be compatible with the organization of the weekly market. 🔎 WHAT THE SERVICES PLAN: The idea of a shade structure is acceptable, either planted or weighted depending on the square's surface, and its shape could be in harmony with the rest of the development. Additional trees could also be planted. Regarding lighting: recent devices less than 10 years old, LED, and a lighter surface coating for beautiful luminescence already exist."
317;2024;Replant Sacarin Garden;Replant trees, groves, and shrubs in Sacarin garden to improve its currently rather shabby state. 🔎 WHAT THE SERVICES PLAN: Sacarin park is a well-vegetated park but suffers from an overall aging condition (furniture, paths, fences, etc.). Beyond new plantings, the goal is to move towards a renovation of this park.
328;2024;Terrace Road: promoting cohabitation between motorized vehicles and cyclists;"Removing the central reservation and adding bike lanes would be counterproductive: the speed of motor vehicles would increase due to the wider roadways. This road would become a ""Gonin Avenue"" / ""Védrines Street"" / ""Didier Daurat Avenue"" ""bis"". Proposal: draw bike chevrons in the center of the roadway to legitimize cyclists and use some extra widths to allow motor vehicles to overtake. Reference: https://velobs.2p2r.org/index.php?id=812🔎 WHAT THE SERVICES PLAN: Adding bike logos and double chevrons not in the center of the street but at 1.50m from the sidewalk edge remains possible."
334;2024;Installation of benches in the Sauzelong neighborhood;In the context of consultations with CDCH and for the Heart of the District, a glaring lack of urban furniture for resting was noted in the Sauzelong neighborhood. The area is inhabited by many elderly people and by persons with reduced mobility, who are the first to suffer from this shortfall. The urgent request is the installation of this type of furniture on Av A. Bedouce and the addition of one or two benches on the greenway between the Pont des Demoiselles and the roundabout at bd de la Marne-Av A. Bedouce. 🔎 WHAT THE SERVICES PLAN: The idea is consistent with the needs and uses.
364;2024;Renovate the Gabriel Koenings underpass;"Renovate the underpass on Boulevard Gabriel Kœnigs, which is frequently used by pedestrians and cyclists. This underpass is ""visually"" dirty and poorly maintained, and also olfactorily, as it is used as a urinal. The renovation would involve: - Refurbishing the walls and floors with bright colors or murals; using waterproof paints and materials - Changing the lighting to LEDs and something very bright - Reviewing the water (and urine) drainage systems 🔎 WHAT THE SERVICES PLAN: Cleaning the underpass under the railway and creating a mural by an artist on the walls and ceiling of the tunnel."
272;2024;Landscaping/floral/greening - corner of Bessemer road and Jean Philippe Rameau street;Intersection of JP Rameau Street and Bessemer Way, city-owned parcel: a glass recycling bin for illegal dumping, and large, recent electrical cabinets. Is it possible to beautify this piece of land? For example: real trees, flowers, artwork? Objectives: to enhance the living environment (as in the city center), reduce illegal dumping, contribute to biodiversity, combat global warming, and consider the interests of the suburban residents as well as those in the center. 🔎 WHAT THE SERVICES PLAN: The project requires roadwork and the implementation of safety measures at the intersection to be integrated into the greening of the space.
296;2024;Installation of plant structures on Rue de l'Orient;"Every day, families walk along the streets of l'Orient and Saint-Orens to take their children to school. These streets need to be calmed and closed to traffic. Access to private parking must be preserved. Replace parking spaces with planters, children's play areas, street furniture, and dog parks. Install manual barriers for security. Create opportunities to use the space for flea markets, festivals, meals, and entertainment. Create a pedestrian and bicycle path. 🔎 WHAT THE SERVICES PLAN: Pedestrianizing the axis from rue de l'Orient to Saint Orens cannot be considered under this scheme. Indeed, this axis is very long and such a proposal would require a comprehensive review of the traffic plan and a study of an arrangement that integrates the updating of public spaces in terms of accessibility, soft mobility, etc. Such a project is not compatible with the deadlines and costs associated with this participatory budget. However, a consultation must be initiated before the end of the year as part of the redevelopment project of Place Jeanne d'Arc: this axis should be included in the study perimeter. Nevertheless, a specific arrangement on the only section of the widened sidewalk (opposite the impasse de l'Orient) with the possible removal of 2 parking spaces (corner of rue Raymond IV) could be carried out with the installation of ""vegetal structures"" that would enhance and cool the street. This project will be feasible subject to compatibility with existing networks and prior approval from the ABF."
402;2024;Planting an orchard at the Clémence Isaure Garden;Clémence Isaure Garden has a grassy area (opposite 133 rue des Arcs Saint-Cyprien) that is little frequented. If the soil permits, it could be a beautiful spot for planting fruit trees and shrubs, with harvests spread throughout the season (apricots, apples, pears, hazelnuts, raspberries, currants). In addition to providing small pickings for the residents of the neighborhood and the students of the adjoining college, this urban orchard would allow for a better understanding of the seasonality of harvests. 🔎 WHAT THE SERVICES PLAN: It is possible to plant fruit trees at the back of Clémence Isaure square, provided that a study on soil pollution is negative. The available space being very limited in the square, the possibility of planting trees will presumably be limited to 5 fruit trees.
405;2024;Refurbishment of the existing ramp for access to the Garonne dike (av. de Muret) from the parking area below the Fer à Cheval.;Access to the dike via the dead-end at the washhouse can only be achieved by a staircase, which is inconvenient for pedestrians and unsuitable for bicycles. Transforming this dead-end into a passage for bicycles and pedestrians would allow easy access to the dike from Avenue de Muret. 🔎 WHAT THE SERVICES PLAN: An improvement of the access from the parking area below the Fer à Cheval to the top of the dike is proposed (ground refurbishment, signposting, replacement of concrete walls...), subject to technical feasibility. Regulatory and technical reasons do not allow for the construction of a ramp on the dead-end of the Lavoir. Indeed, any development project must be accessible to people with reduced mobility. Therefore, if a ramp for pedestrians and bicycles were to be constructed at the end of the dead-end, it would have to comply with regulatory standards of a 4% slope with a resting platform every 10 meters. Here, there is about 2 meters between the level of the dead-end and the level of the dike. This would require a development of at least 50 linear meters, which is not feasible given the depth (about 6 meters) of the space at the end of the dead-end.
278;2024;Installation of a traffic light at the crossing at the intersection of Chemin du Sang-de-Serp and Boulevard de l'Embouchure.;The high speed of vehicles along the Canal du Midi axis makes the use of pedestrian crossings without lights impossible. This is particularly the case for the one located under the Haedens footbridge: we therefore propose to install a push-button activated traffic light at this location. 🔎 WHAT THE SERVICES PLAN: There is a study available that allows for the upgrading of the bus stop, the installation of a traffic light, and the securing of the pedestrian crossing, with the estimated cost of the works exceeding the budget of €250,000 per idea within the framework of the Participatory Budget regulation. Moreover, the Grand Parc Canal project may impact this route. It seems more prudent to wait to have a clear view of the planned developments. In compensation, the Sang de Serp intersection is equipped with ducting, allowing for the activation of a traffic light and the necessary additional arrangement for the cycle path at this location.
224;2024;Secure bicycle parking at Place Job;All the bike parking at the JOB pool are wheel clamps: convert these parking spaces to secure hoops (children and adults) - note this building is managed by the DASC (Social and Cultural Affairs) 🔎 WHAT THE SERVICES PLAN: It is possible to install more secure bike racks at the staircase of the Espace Job.
285;2024;Mosquito Control in Paléficat;In line with what is being done by the city hall in the Compans-Amidonniers district, there is a request for the installation of oviposition traps in the Paléficat district to combat the proliferation of tiger mosquitoes. 🔎 WHAT THE SERVICES PLAN: Principle agreement from the city's animal sector. The type of equipment, their number, and their locations will be studied within the allotted time frame for the realization of the idea, namely 2 years from the vote. Preferred sites are public facilities (schools, nurseries, parks) which are more enclosed as the devices (traps) are often stolen or damaged.
373;2024;Create shade and green the forecourt of the Grand M media library;It would be good to plant more plants on this large square, which becomes unbearable in the summer due to the heat. We could even put up canopies with benches underneath to allow for reading in the shade. WHAT THE SERVICES PLAN: Installation of furniture and plants on the square in front of the media library to create shade and provide coolness.
393;2024;Greening and de-asphalting of Cemetery Avenue;"Depaving under certain trees on Cemetery Avenue (those without parking spaces, bike racks, or electric charging stations). As in front of 24 Cemetery Avenue and Rue des 3 Piliers at Arnaud Bernard. The goals are both ecological and aesthetic:
Reduce flooding by allowing better absorption of excess water, which will benefit the trees
Improve soil quality for the trees
Increase biodiversity
Add more greenery and color to the avenue
🔎 WHAT THE SERVICES PLAN: Cemetery Avenue could be depaved in two types of areas (75 diagonal parking spaces and spaces between tree bases). Initially, the project could extend from Saint Paul Street to the cemetery parking lot. Then, in a second phase (outside the participatory budget), on the parking lot directly in front of the cemetery entrance. The project would involve removing the existing pavement between the tree bases and replacing it with grassed concrete slabs that allow for vehicle parking. This would reduce the amount of paved surface while still maintaining on-street parking availability. Such a project would need to be reviewed by SDIS 31 to ensure compatibility with fire service access to buildings. Finally, the ""Flowers on My Wall"" initiative can be offered to residents to green these streets. Facades, for example, can be greened at the owner's request, with support from the community. The owner must also commit to maintaining the planters in the long term. This initiative will be subject to technical feasibility conditions: no underground networks, no basements or crawl spaces, and pedestrian continuity must be maintained. A technical feasibility analysis will be conducted by the city and metropolitan technical services once residents submit their requests via the online form available on the community's website. More information at: https://metropole.toulouse.fr/actualites/des-fleurs-sur-mon-mur"
231;2024;Installation of a street workout module in the future Dortis Park;Parkour, accessible to all, promotes mobility, creativity, and physical strengthening. A dedicated area would support an active lifestyle, enhancing social cohesion and attracting new practitioners. It would satisfy enthusiasts while diversifying the sports activities in Toulouse, contributing to the community's flourishing. The area would invigorate our public spaces, creating a gathering place for all ages and strengthening urban identity by fostering exchange. 🔎 WHAT THE SERVICES PLAN: The available lands that will be freed from the temporary structure of the old school on Dortis road will host a public garden by 2026, a city stadium, and a gymnasium in 2027. There will not be enough space available to create a parkour area, it is proposed to complement the future facilities by installing a street workout module.
314;2024;Action for the removal of the illegal dump at Jean Chaubet by planting vegetation;At the corner of Rue Monié and Avenue Jean Chaubet, a small bitumen triangle of a few square meters has been used as an illegal dump for over 30 years. Why has the city council never addressed this known public hygiene issue? To deter polluters, it would be necessary to decontaminate the soil to allow grass and some plants to grow, and also to install anti-car bollards to prevent vehicles from accessing the site, from which washing machines, sofas, and other trash bags are unloaded at night. 🔎 WHAT THE SERVICES PLAN: It seems indeed that there are few voluntary drop-off points (PAV) in the neighborhood because few locations are suitable for the dimensions of the PAVs: the idea is acceptable. Depending on the site and soil constraints, count €4000 per planting pit and tree. These plantings could be complemented by ground-cover plants at the base of trees and shrubs.
292;2024;Mark the pedestrian crossings and slow down traffic on Gabriel Péri and d'Aubuisson streets.;💡 THE IDEA EXPRESSED BY @MikaTlse: First on Gabriel Péri street, then Riquet, Aubuisson, and wherever the speed is too high. The targeted vehicles are cars but also two-wheelers! It would be necessary to install speed bumps with a gentler slope across the entire length of the crossing (to prevent two-wheelers from swerving to avoid them). Do this primarily for major roads: to slow down traffic, for pedestrian safety, and for vehicles that are victims of right-of-way violations. Adjust the number based on cost. 🔎 WHAT THE SERVICES PLAN: Arrangements can be proposed on Gabriel Péri and Aubuisson streets, as Riquet street has just been completely redesigned with the integration of devices that encourage speed reduction. Speed bumps/Berlin cushions could be installed on these two streets near pedestrian crossings and intersections, to reduce vehicle speed. However, prior road counts must be carried out to confirm this issue.
316;2024;Remove the asphalt from the TUC Rugby parking lot;"The parking area of the TUC Rugby facilities on Rue C Rougenet is fully paved. In the era of climate change and the fight against heat islands, I propose that the parking be depaved to eliminate an impermeable surface (about 3000 m²) and ""break up"" a heat island. To accommodate the parking usage, it could be fitted with solutions like evergreen slabs. If the cost exceeds €250k, 2 phases could be considered. 🔎 WHAT THE SERVICES PLAN: Since the parking belongs to the city of Toulouse, it is possible to depave it."
383;2024;Installing public toilets in the public garden of Pays d'Oc;The public garden in the Pays d'Oc (between François Longaud Street and Gallois Street) is very popular, especially with families, but there are no public toilets. It would be advisable to install some, such as composting toilets similar to those implemented at the Argoulets. These public toilets could be located, for example, near the entrance opposite Henri Tagnères Street (towards the transformer) or alternatively near the entrance on Gallois Street, slightly shifting the dog park. 🔎 WHAT THE SERVICES PLAN: The installation of a public restroom in the Pays d'Oc garden is not subject to any particular heritage-related approvals. However, the feasibility of such an installation remains subject to the compatibility with the underground networks of the street, to which the restroom would need to be connected.
339;2024;Greening Rue de Gironis;The bike path on Rue de Gironis, between the Médipole clinic and the A64 tunnel, has no shade. Would it be possible to plant trees that could provide shelter for walkers and cyclists on sunny days? 🔎 WHAT THE SERVICES PLAN: Planting trees and greening the spaces between parking spots on Rue de Gironis.
329;2024;Requalification and Greening of the Ducuing/Salade Ponsan/Vallon/Pouvourville Intersection;This intersection is unnecessarily very wide, difficult to cross on foot and by bike, with many wasted spaces and fully paved central strips. I propose to reduce its size to a simple crossroads, without slip roads, and to depave and green all the reclaimed space. It would be a beautiful gateway to Pech David and the future Larrey OAP. 🔎 WHAT THE SERVICES PLAN: After checking the underground congestion, this idea is feasible along with the planting of trees.
241;2024;Basketball / Volleyball / Soccer Field in Lardenne;We know that music and sports are areas that contribute to the social well-being of young people. However, most activities in cultural centers require payment for annual participation. It would be great to also have free access to team sports in more neighborhoods (Lardenne, Minimes, etc.) similar to the stadium (where there is basketball, soccer, running, beach volleyball, tennis). Several spaces are abandoned. For example, there is no free basketball court in Lardenne. 🔎 WHAT THE SERVICES PLAN: To complement the neighborhood's offerings in the Lardenne sector. Notably with the project to open the garden of the petit Capitole where there are already soccer/handball goals and a basketball hoop: an offer to be expanded.
377;2024;Greening of Lejeune and Lancefoc Streets;"Hello, Like Embarthe Street, with our neighborhood association BALLH, we would like Lejeunes and Lancefoc streets to be greened in order to bring some coolness during the heatwave, greenery to be less concrete, to attract more biodiversity, to remove this excess of asphalt, to give a countryside look, etc... 🔎 WHAT THE SERVICES PLAN: Generally, many networks are present in Lejeune and Lancefoc streets. Also, a greening project on these streets would require the prior diversion of networks, an operation incompatible with the deadlines and costs associated with this participatory budget. However, a redevelopment of the Lejeune / Lancefoc intersection aimed at reducing the lanes dedicated to traffic, by widening pedestrian public spaces, with a view to making plantings, is feasible. Finally, the ""Flowers on My Wall"" initiative can be offered to residents to green this street. This initiative, after agreement from the concerned owners, is subject to technical feasibility conditions: no underground networks, no cellars or crawl spaces, pedestrian continuity to be respected. A technical feasibility analysis will be conducted by the technical services of the city hall and the metropolis, once the request is made by the residents via the online form available on the city's platform. More information at: https://metropole.toulouse.fr/actualites/des-fleurs-sur-mon-mur"
375;2024;Improving the space for toddlers at the Compans Caffarelli garden;Installing toddler-friendly garden furniture in the Compans garden, similar to that in the gymnasium garden at Place St Sernin🔎 WHAT THE SERVICES PLAN: Modeled after the furniture installed in the garden on rue Cartailhac (small table with wooden log seats, all made of robinia): it is possible to install 3 such setups in the Compans garden. These seats allow the little ones with their parents to play board games, draw... they would complement the other existing modules.
